path	baseline_blob	batch	status	evidence	kind
server/LessonCue.Server.Tests/CountdownTests.cs	1e91f2621b1e382bf6df33ac32bd5e0b87dff047	B14	unreviewed		test
server/LessonCue.Server.Tests/DatabaseVerificationCommandTests.cs	c53c1b449547041c9293d82c65e343be3dc2578d	B14	unreviewed		test
server/LessonCue.Server.Tests/DisplayCapabilitiesTests.cs	8a63fa3ccc10e08b9efd0e7911c0c2f5dc5216ad	B14	unreviewed		test
server/LessonCue.Server.Tests/HardwareAccelerationTests.cs	eab97d9ec494b230b54168ccf56a1520330d856f	B14	unreviewed		test
server/LessonCue.Server.Tests/HttpPortServiceTests.cs	c011e988415b410ec6050054e430db119d13e67e	B14	unreviewed		test
server/LessonCue.Server.Tests/LessonCue.Server.Tests.csproj	79bf4485f3cf5d1d104e7bda1eb8672db28aec6b	B14	unreviewed		test
server/LessonCue.Server.Tests/LessonCuePermissionTests.cs	c1da857dfb9d4fdeb0c5d47f3a3e3124a3b2667d	B14	unreviewed		test
server/LessonCue.Server.Tests/LessonScheduleTests.cs	163b4bf0da49e27487108238a1a35e06970948b1	B14	unreviewed		test
server/LessonCue.Server.Tests/LocalAddressServiceTests.cs	c371d77ace778177d1ac67acdef4778e9d0ba313	B01	reviewed	Normalization and preference persistence tests inspected; not rerun	test
server/LessonCue.Server.Tests/ManifestTests.cs	b3b15ceee91fd2d85b6585f94c054a39fa6900e6	B14	unreviewed		test
server/LessonCue.Server.Tests/MediaCompatibilityTests.cs	f010c50012d9761e982d0178e715d07b50cc9de2	B14	unreviewed		test
server/LessonCue.Server.Tests/MediaContentInspectorTests.cs	a7181ad6d184e65dcf052194ed82e887e6b40062	B14	unreviewed		test
server/LessonCue.Server.Tests/MediaRetentionTests.cs	14d4da9622d00536f8858bf08dce920d183a3e3c	B14	unreviewed		test
server/LessonCue.Server.Tests/MediaTaxonomyTests.cs	ad0006b20191976107699f3b3b63816fa0fe762f	B14	unreviewed		test
server/LessonCue.Server.Tests/MigrationTransferServiceTests.cs	4fa573728b0a84ee5e8acdcaef2af22f04690c3a	B14	unreviewed		test
server/LessonCue.Server.Tests/PairingCodeServiceTests.cs	4d729976d9e949c6475e903cc14a5def55c4142a	B14	unreviewed		test
server/LessonCue.Server.Tests/PresentationConversionTests.cs	f901b8f7829e2029535bd81ccd5b3cb1c939c578	B14	unreviewed		test
server/LessonCue.Server.Tests/ProtocolContractTests.cs	8e2e39d1873aca6c100cac321863f402b53e9240	B14	unreviewed		test
server/LessonCue.Server.Tests/RecoveryModeTests.cs	29ebc1925c8c8fb904db4896d41fa6be0185dd5e	B14	unreviewed		test
server/LessonCue.Server.Tests/ReservedCodeProvisionerTests.cs	4d4bd5389e62efdb01a89f61cb76b59da41e770b	B14	unreviewed		test
server/LessonCue.Server.Tests/ReservedGameCodePoolTests.cs	2090ab4b46ca23cc9d1d13d208897425664b9678	B14	unreviewed		test
server/LessonCue.Server.Tests/ReservedGameCodeTests.cs	9ba3d18b433c4400fccf8b93c41fa86dc31f05f4	B14	unreviewed		test
server/LessonCue.Server.Tests/ScreenTelemetryTests.cs	bd5df9c9c9a52b180cab14b45cb24766b459cb8a	B14	unreviewed		test
server/LessonCue.Server.Tests/SeedDataTests.cs	8da33b6fe978257bce09e1c0209b76c0641f499b	B14	unreviewed		test
server/LessonCue.Server.Tests/ServerReadinessTests.cs	ec5a8ad43656cad45662fa546cae91ab613edd66	B14	unreviewed		test
server/LessonCue.Server.Tests/ShortenerConfigurationTests.cs	018991632e160bb8bc654d740db064e38e221be8	B14	unreviewed		test
server/LessonCue.Server.Tests/ShortenerResilienceTests.cs	96aec9487c0ebf7e0eeb8044df7ba51e7c0024ea	B14	unreviewed		test
server/LessonCue.Server.Tests/ShortenerTunnelPlannerTests.cs	e7ee5651d3910d2257a7ec37a79f90371276ce04	B14	unreviewed		test
server/LessonCue.Server.Tests/SignageLayoutTests.cs	1fe822993e92d968e57509f400748efb60f763d5	B14	unreviewed		test
server/LessonCue.Server.Tests/SignageScheduleTests.cs	995a8343a37c9a44cd9579104d652cc53f8b5dfc	B14	unreviewed		test
server/LessonCue.Server.Tests/SignageStudioTests.cs	3f288c330ca35439a7e520039a534866f31108b8	B14	unreviewed		test
server/LessonCue.Server.Tests/StorageServiceTests.cs	6e405559ff81e49d2eb2ee76b86819cc91253aec	B14	unreviewed		test
server/LessonCue.Server.Tests/TroubleshootingLogTests.cs	a367a07234205e837832172fdae06c967fd30fa0	B14	unreviewed		test
server/LessonCue.Server.Tests/UpdateServiceTests.cs	833e9aaa9768b370e29c100aa57973770c08f7cc	B14	unreviewed		test
server/LessonCue.Server.Tests/UploadSessionTests.cs	e51712c2106d16a0fac8109b76285a4e7c7b9167	B14	unreviewed		test
server/LessonCue.Server.Tests/YouTubeMediaTests.cs	2ec29d7d38db434273eef065c051c416876639dc	B14	unreviewed		test
server/LessonCue.Server/AccountEmailService.cs	ecfeeeabd72ddbe357f0430e7443da7001ba1fcf	B07	unreviewed		source
server/LessonCue.Server/Activities/ActivityApi.cs	fee6bd10cb678c9fe58c813190e6568589c976f4	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityAutoPilot.cs	f9bb0b272a09676f3b1981acebd31564b076becf	B03	partial	Timer and progression paths inspected; no new confirmed defect; broader engine coverage pending	source
server/LessonCue.Server/Activities/ActivityAutoPilotService.cs	f4693d91c248a01facc09758c65a2502d700657d	B03	partial	Timer and progression paths inspected; no new confirmed defect; broader engine coverage pending	source
server/LessonCue.Server/Activities/ActivityControllerAccess.cs	8bfaafb179ecbb3f1a5946af0e5780b613acddc8	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityEngineCatalog.cs	2f51385ec21bc8bb58827d2d5fbffe3065e22e33	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityHub.cs	d09ede7e603b8baa82a3481f80765550e8187938	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityJsonDefaults.cs	ca5ac908c0fe7c8552c1cc22ed46cd51e836bc6c	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityModels.cs	003f12c1a3f87d38aec748465ce77067a6ae86e5	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityRandomSource.cs	0f23cd687501e785d42d5e14a0148406bf6a4dbd	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivityService.cs	0a3fb4e1d4ba984e393a159d5b7a2baa5e9e522a	B03	unreviewed		source
server/LessonCue.Server/Activities/ActivitySessionService.cs	cf69ec7c007b9065fdd74fa9a546dc4516f32240	B03	partial	BUG-014..020 focused review and regression evidence in checkpoint; remaining paths unreviewed	source
server/LessonCue.Server/Activities/ActivityValidation.cs	cf2bece10f56ed1e4c024aa931d35e61d451b56c	B03	unreviewed		source
server/LessonCue.Server/Activities/AnimalActivityPack.cs	a4e2f03dd7361d3c553939b86f09c20f10198321	B03	unreviewed		source
server/LessonCue.Server/Activities/IReservedCodeSource.cs	a8fea667cf925819bdc59fc70b29321054b9e64e	B03	unreviewed		source
server/LessonCue.Server/Activities/QuizModifiers.cs	9c06f12f846be3a5a6eb73d7c2ec36cd01de538d	B03	unreviewed		source
server/LessonCue.Server/Activities/ReservedGameCodePool.cs	d874fa0dca08fd9878383a57d44a238aa29dc9eb	B03	unreviewed		source
server/LessonCue.Server/Activities/ReservedGameCodes.cs	089030419b7f2c280259e7a00800285472aa80a3	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/AudienceActivities.cs	1b3419ea7a640bc676e88a187a6b64e92eb5a408	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/CountdownActivity.cs	3b61e9a4869ef126ebfdbe30d48dc4ed4aa1c807	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/EmojiPromptActivity.cs	7bfe48ec79b29ad0ee89d6b064701d591b44c4ef	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/ImageRevealActivity.cs	372c0371a62c1b32fb843c1e97b590e497e3665e	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/ImageShuffleActivity.cs	9377fa6d62e92ba7c543cb73be8f58520197c544	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/PickerActivity.cs	04189c4e3c3b85e7f066b08675ab4afd13b5cd49	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/PredictionActivity.cs	7e76c50b0260070e2898d043a534b085798c472d	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/PrizeGridActivity.cs	b8c74578222c8568a8ad9f568ae06ab73c9209f3	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/RankItActivity.cs	5e1250017ff0d0bf29b25f52e7109f2007fec07e	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/RapidFireActivity.cs	13570d66b483655c47bbd407efb728b65fecbe20	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/ScoreboardActivity.cs	d8829883c07767de734614491a0d764ba2de1f5c	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/SurveyBoardActivity.cs	05abf21dbcc443041cffb99063915c5c94af1d51	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/TriviaActivity.cs	fb070050bfbb1766832d84370003d42cdabe859c	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/WheelActivity.cs	c02e746544ab09ca23fcb131b31f5a23a99d998d	B03	unreviewed		source
server/LessonCue.Server/Activities/Types/WordScrambleActivity.cs	ea936f17b93cce860a5a2fab2e530740dafb7075	B03	unreviewed		source
server/LessonCue.Server/Activities/reserved-game-codes-v1.json	36a6bdb90d30242c9925143996b9e78cfb918e6e	B03	unreviewed		configuration
server/LessonCue.Server/ActivityAvailabilityService.cs	a1ec83eed2313f671ea6f31efd0b4c914009f414	B15	unreviewed		source
server/LessonCue.Server/ActivityJoinAddressService.cs	ced0f30fef0fd546e19d1028ee7e39d65d917864	B01	unreviewed		source
server/LessonCue.Server/AdaptiveTranscodeService.cs	74b6560e5dbe6bbbe1cff17d53d5527f3111f902	B08	unreviewed		source
server/LessonCue.Server/AdminApi.cs	2ba829838ecc2bf57283f21e1c41e73f3444f19b	B15	unreviewed		source
server/LessonCue.Server/AdminCredentialPolicy.cs	ed8371d3085d76ae8d4cbef20b0a6d13c51f2c02	B07	unreviewed		source
server/LessonCue.Server/AdminMfaService.cs	352777274d7402833826b496c2b80e1084241c99	B07	unreviewed		source
server/LessonCue.Server/AdminRecoveryCommand.cs	31c28a6796a31a8cf41a7ce692f8f0dc29d023cd	B07	unreviewed		source
server/LessonCue.Server/AudienceInteractionApi.cs	9504b7ad40fcd5fc15505e0955c439e3e565125c	B15	unreviewed		source
server/LessonCue.Server/AudienceRetentionService.cs	627e3f95ae12da06898945d979b2b32ddadfc017	B15	unreviewed		source
server/LessonCue.Server/BackupArchiveEncryption.cs	1411ca0882db8e6a2a6875901ec4ced4bc34378e	B10	unreviewed		source
server/LessonCue.Server/BackupPolicyService.cs	35c1888f88f917930970f87f4ea7271bc9df9ac2	B10	unreviewed		source
server/LessonCue.Server/BackupService.cs	40141a51b0b297e81e844bdecfd1d48ab739aa3f	B10	unreviewed		source
server/LessonCue.Server/CloudflareTunnelService.cs	2c92d58028cdaf42cca4a4a3771fe4934b23deea	B01	unreviewed		source
server/LessonCue.Server/ConstrainedProcessRunner.cs	fdb551530e54d456a99ed8f3a77a631864ed21db	B08	unreviewed		source
server/LessonCue.Server/ControllerAccessPolicy.cs	827c04809fb79bb7a082254b958921fc703b4c4e	B04	unreviewed		source
server/LessonCue.Server/ControllerSessionService.cs	dceb55e96b56e90ff7e0916a1377f30d8006c89e	B04	unreviewed		source
server/LessonCue.Server/DatabaseUpgrade.cs	5676f6ec036a344026fd0fc326c41526073e8dad	B10	unreviewed		source
server/LessonCue.Server/DatabaseVerificationCommand.cs	ec3bb4a241842a8420e870d9a7fa274e64893f01	B10	unreviewed		source
server/LessonCue.Server/DisplayCapabilities.cs	3b1baee06fbaf10244a67a87382f80f0a8c037d4	B15	unreviewed		source
server/LessonCue.Server/Dockerfile	2f92abf627105a0c711036861200ae5504f81274	B15	unreviewed		unclassified
server/LessonCue.Server/HardwareAccelerationService.cs	981857f1954b9d9eb28990dabe1cb2d4404b4486	B15	unreviewed		source
server/LessonCue.Server/HttpPortService.cs	1f7ce61d47f602305e727b5f7ec9ce24eab0fea1	B01	unreviewed		source
server/LessonCue.Server/LessonCue.Server.csproj	cfe70cdb85dca55c11c5613b033afdcd285382f4	B15	unreviewed		configuration
server/LessonCue.Server/LessonCueDb.cs	580d6270f0d8cc3c3c04afb253631fe31fb93818	B10	unreviewed		source
server/LessonCue.Server/LessonCuePermissions.cs	7045f5f989fcd1cad1f863f8c8811ba66d15ad22	B07	unreviewed		source
server/LessonCue.Server/LessonScheduleService.cs	76cfd764eec708297e13f1a09e682eebca680308	B15	unreviewed		source
server/LessonCue.Server/LiveStreamRelayService.cs	586db74a7604d0dc2622f22877db8a3c5cd1f077	B15	unreviewed		source
server/LessonCue.Server/LocalAddressService.cs	16af78d722d006f403bc94083315f481167c8705	B01	reviewed	Preference persistence/status/request inspection; filesystem race/error handling needs follow-up	source
server/LessonCue.Server/ManifestService.cs	4345f6a50b83bfaa156dd2188f7a3ae012bce66b	B15	unreviewed		source
server/LessonCue.Server/MediaContentInspector.cs	051d74af171cca6a51d1ae4f093a3c27d6ada91f	B08	unreviewed		source
server/LessonCue.Server/MediaConverterCapabilities.cs	7c07690710c869f5ecd35812cb83036235f46249	B08	unreviewed		source
server/LessonCue.Server/MediaFormatCatalog.cs	ddd51c86f0e8eda648d4d89f07b235dbed5d623c	B08	unreviewed		source
server/LessonCue.Server/MediaProcessingService.cs	40cc4ac0a54e0d95b81704e998efe60fdacfb89f	B08	unreviewed		source
server/LessonCue.Server/MediaRetentionService.cs	194ded7f50f1ee0dec18a5cdcefa32cc20ca979f	B08	unreviewed		source
server/LessonCue.Server/MediaTaxonomy.cs	62cc43e0613f290ef58d786d49f327eb98b524bc	B08	unreviewed		source
server/LessonCue.Server/MigrationTransferService.cs	47e92dd9b9db7a479cc022f76fb4fa0a550f15fc	B10	unreviewed		source
server/LessonCue.Server/Models.cs	81100a030cee177a5caf49b08a82e3ded19c4173	B15	unreviewed		source
server/LessonCue.Server/PairingCodeService.cs	1ad4332d3bc9f417d7f73f0a547e86f4f032e111	B01	unreviewed		source
server/LessonCue.Server/PresentationConversionService.cs	8b540ec6ee3aeaf90e382b36ee3cbde0668d591d	B08	unreviewed		source
server/LessonCue.Server/Program.cs	8dc42a807ac4fb6ca7322834f3ec8d06469074f8	B15	unreviewed		source
server/LessonCue.Server/RecoveryModeApp.cs	54864c27177384618a16a4ba87bdec846b81ec48	B15	unreviewed		source
server/LessonCue.Server/RecycleBinService.cs	dfc7d0994ceb24e99069a8b381ed7b0c3a86a382	B10	unreviewed		source
server/LessonCue.Server/ScreenDiagnosticCleanupService.cs	122086a6fe3ea4460e23234379d2187d5685854b	B15	unreviewed		source
server/LessonCue.Server/ScreenTelemetry.cs	1ab959074d592d398e2dc0c69eb2a51f811791ec	B15	unreviewed		source
server/LessonCue.Server/SeedData.cs	81bbae31fefc1f362a29421bb8f739570c8cf83c	B15	unreviewed		source
server/LessonCue.Server/ServerReadiness.cs	cfa3ea7a4e70ee370d3a95da19da65f488b29f38	B15	unreviewed		source
server/LessonCue.Server/Shortener/ReservedCodeProvisioner.cs	8482c50ed267086d5f1e0d77b7237a008db4f16c	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShlinkClient.cs	1e979c9fc4fba68182c36667b7f51fafd47fc06b	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShortenerConfiguration.cs	b22cc8c61cb4e6fac1c33ca90912157ece605e7a	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShortenerHealthService.cs	4b3c18f3014439b8fbbb4d54fce3b0a421ae398b	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShortenerService.cs	00b26e891d485eeb4c33a097c523af507f5856a4	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShortenerSettings.cs	45fc558d5505baf3172d27939b116e1d522a4487	B11	unreviewed		source
server/LessonCue.Server/Shortener/ShortenerTunnelPlanner.cs	2e57eac8d3d9d0ed1143abc2d09d61c121a64f28	B11	unreviewed		source
server/LessonCue.Server/SignageCredentialStore.cs	3271f979c378c99e1c8f02b707b0a6ae152c8d2f	B09	unreviewed		source
server/LessonCue.Server/SignageLayout.cs	de0282b97ec72f6a16f588e41f85b8a8cdce4b60	B09	unreviewed		source
server/LessonCue.Server/SignageSchedule.cs	2357ad2de4979792ea1b62ef6d9b2d4e8f837ac3	B09	unreviewed		source
server/LessonCue.Server/SignageStudio.cs	c3bcb73fe49e2c25c2f1ccaa1bfe2fd4a54ca72a	B09	unreviewed		source
server/LessonCue.Server/SignageStudioApi.cs	0b7eca6a343150fa81d0bf63d469a8ac67f1e13e	B09	unreviewed		source
server/LessonCue.Server/SignageWidgetService.cs	639724f9fed517bb3fdad87ce23c68c036a21492	B09	unreviewed		source
server/LessonCue.Server/StorageService.cs	42154010f75a415027bffe704c1f7d97f394ab96	B08	unreviewed		source
server/LessonCue.Server/SyncHub.cs	f943b99d1462668807edb3c07cded92eed959400	B04	unreviewed		source
server/LessonCue.Server/TroubleshootingLog.cs	6114f047f5d0ce5fcfe56d9aef6385d2db3f73dc	B15	unreviewed		source
server/LessonCue.Server/UpdateService.cs	9187072108d9f0c5afc57362f8785f0db5c7b28c	B12	unreviewed		source
server/LessonCue.Server/UploadSessions.cs	8f14ff3cea97272a6a98c502b6b162c93432b4c2	B08	unreviewed		source
server/LessonCue.Server/YouTubeMedia.cs	a8a068cef989b30e76f48b6c94936f905e4fabac	B08	unreviewed		source
server/LessonCue.Server/appsettings.json	133f8c0f3e80bb1ba19b7f496595c9f829e88bde	B15	unreviewed		configuration
shortener-companion/Dockerfile	623bc921d08a212a4b77db7ea1e37170ef08a804	B11	unreviewed		unclassified
shortener-companion/LICENSE	e58a6f713b00bb03da60bd1ff3d09449e8b17e9b	B11	unreviewed		unclassified
shortener-companion/README.md	17c6869e685cdd54c092e4254bdb1adbdf47908f	B11	unreviewed		documentation
shortener-companion/companion/.env.example	333940162d33012734d29ccb2f58d1267eef560e	B11	unreviewed		unclassified
shortener-companion/companion/README.md	6ac9066757ce5f927dd217ccf8a2ac9712d0cd44	B11	unreviewed		documentation
shortener-companion/companion/public/.htaccess	229f4e7c4c9a12ac6fd2a00a2bf3011611995344	B11	unreviewed		unclassified
shortener-companion/companion/public/favicon.ico	8157d0e04039df80ae3ac30909746d3e5b2826f8	B11	unreviewed		asset
shortener-companion/companion/public/index.html	15e5d7a006718c70be71950712d752cd39890a8d	B11	unreviewed		source
shortener-companion/companion/public/index.php	b41ded8c36ded8f4cac1179d57be7d591383df6b	B11	unreviewed		source
shortener-companion/companion/public/ui.css	190533e90155030b54a623469a222b6f4442226d	B11	unreviewed		source
shortener-companion/companion/public/ui.js	1cd143a84ede4539cf6171307ff2d131d4ebc54e	B11	unreviewed		source
shortener-companion/companion/src/Application.php	5d2bfb054177066a608b7420fa8d9434cd16eca6	B11	unreviewed		source
shortener-companion/companion/src/AuthService.php	f8acd78bf0d8ca946d53649207602881e74e3e0c	B11	unreviewed		source
shortener-companion/companion/src/ConfigRepository.php	04aa86cd542fd0725b1db3823a189422b99bbcfa	B11	unreviewed		source
shortener-companion/companion/src/ShlinkApiException.php	3c40f907045ae5cf118edad345d627898a12b660	B11	unreviewed		source
shortener-companion/companion/src/ShlinkClient.php	fb8143e6325fad52e729a1c8bef1b6e07615ad40	B11	unreviewed		source
shortener-companion/companion/src/UiHttpException.php	2ba0360564eb810cabca21002af7ed6fc91cd375	B11	unreviewed		source
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-001.md	bcdcb0171e1f805c8582be91d6d7ca79823d5d32	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-002.md	cf27212c2e4c44c85198a0e2b182fed760db513e	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-003.md	fbbd06300c5a491e33e368f540af03505c1456d1	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-004.md	00eef2ae4b3ca8c338627502a26c23dbbc420fa8	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-005.md	6cfa54aedbd1222c64a3a4fde1f635b354b980be	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/defects/DEFECT-006.md	ae635eef3ef99e449a1bdd42187e1f9a1c394820	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/environment.md	cf48d8b707e39420a31de665fc29662796a2c03b	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/apk-001-debug-artifact-identity.txt	ec505e1ed93d2ece84f554bf0d3c1adb07df6865	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/apk-matrix-blocker.md	c284da4621b8fa4d2d58a786a3fd8703103868d9	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-003-accessibility-dashboard-error.md	3f832de24c111f16540e31b4faf626eeec244327	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-003-accessibility-dashboard-trace.zip	49c3d0c971f2c29ea0b97e9ae6b3260ac28b6b62	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-003-accessibility-dialog-error.md	cfa0ee7cc98f451daade43948996bbc8b65800f8	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-003-accessibility-dialog-trace.zip	039e76a07524d940b3a184547e4de77a7915f21f	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-005-sideload-package-before.txt	da00d6cb0a1d3dd9ac5e44adae404e8e4c91045f	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-005-sideload-package-diagnostics.txt	41bc4dd137a449caab0f237f9f92bb6d341abda2	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-005-sideload-package-uninstall.txt	77b238f5d716358175c1d4933f81d1cef1a07a79	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/auto-007-server-hang-state.txt	8c9bee86932ea18e3fe8c9770e3f940740edf731	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/browser-cache-blocker.md	b04f57b16a20f41b167baf71eaa1786ae0fd937c	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/cache-b01-policy-probe.mjs	2cd19eb17a17bb5fdf43f19d218ef6fd9041672b	B16	unreviewed		source
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/client-communication-blocker.md	8c2b40cc6467286dc3c1519c36e065beca229d96	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-accessibility-dashboard-error.md	b91631cfb9c29443f42a50a3c1d6eb8eb46fe4ae	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-accessibility-dashboard-trace.zip	4c92dd442cbc9254fa935165aa018ca8b10c05a0	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-accessibility-dialog-error.md	071c0f676de9d26023e7fb16a4fc7bc0fc01c7cb	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-accessibility-dialog-trace.zip	7467546f6c67a0a8b810e96aea96da1ce783708c	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-local-workflow-error-context.md	c9009c28dedd22e255313602690210dfe1dcc82c	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-003-local-workflow-trace.zip	e1251dd099f6255da39632ec39c68ae5ebb55071	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/current-005-no-device.md	9e0249a9c0fd3afe5af64cb0dcf5f8a15ef54708	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/external-commit-boundary.txt	a9df7f8790ce5d4871f88b51f0093090e178750d	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/final-worktree-status.txt	2201adbbbfb62b55a4b2f282d42e612e4e2bda26	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/incident-readonly-diagnostics-v2.txt	8688fbff4cc70eb709c7b7d7ae6bbd4de770863b	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/incident-readonly-diagnostics.txt	ef3501c6a771e749d9aa6190578f37e4d7490ec3	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/matrix-audit.txt	16bf00663277e46f994fd8023fd61c08238b974d	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/native-cache-blocker.md	31686608bd5c6f18606002c8e30858ed80bba1ce	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/native-linux-update-blocker.md	28fc49aaad2532cde27aa107a598861e86dd07aa	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/playback-blocker.md	45d5914dd9f694d1c74b5b6e1e89c532bf10e425	B16	unreviewed		dependency-lock
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/pre-002-versions-and-toolchain.txt	f1a1f27a690570451b4cc7b1e5b024b28b45afc1	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/pre-003-host-baseline.txt	13b1689d25a891b45099b0f68c7131632d018f20	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/pre-004-error-context.md	7477632c1c066b91bd3e10558105512914f32e5d	B16	unreviewed		documentation
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/pre-004-local-workflow-trace.zip	cb9c507a8cc211cef2dea96f620c78e152ce4d90	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinel-media.tsv	8c8c27ee9fb2df2a25986b27e3cdaca2c4c9cd2e	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/AUDIO-D.aiff	3c95b01acbddfcebbbd0e0d6a47a37fac2771b33	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/AUDIO-D.m4a	1b3c4fadc8df1f7b7721458237a5edac7139fc96	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/BLUE-A-v2.mp4	b3f58077fc2f6f021bc41a538ad9bdb5775ff1e0	B16	unreviewed		asset
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/GREEN-B.mp4	3e677eb33d28fe19451b154390d1b763facdca6a	B16	unreviewed		asset
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/IMAGE-C.png	d51e3932efa8b2123a58f3ca66abc1be4c7636b2	B16	unreviewed		asset
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/INCOMPATIBLE-MPEG4.mp4	f03e728d753456eb36c2621d5438d7bcbfc511d9	B16	unreviewed		asset
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/LARGE-PARTIAL.bin	ea1a949c28e181bbb22d99ce24f090420c751457	B16	unreviewed		unclassified
test-runs/LC-20260802-200403-0.40.9-RC1/evidence/sentinels/RED-A-v1.mp4	0393c8ef8f1150dd2f57c37225d61f336811cc0c	B16	unreviewed		asset
